film,ICSD?,band gap (eV),n,stability,B,mu,nsites,elements,MW,density,CTE,x-tal,a,film orientation,film lattice parameter,% strain,sub_orientation,substrate
Zn(FeO2)2,true,1.6686,0.0,stable,163.7429845788235,0.30812620982463057,7.0,"['O', 'Fe', 'Zn']",241.07600000000002,5.335785441202922,14.35143197969432,spinel,8.436,(100)/2,4.218,0.047438330170772765,(100),MgO
Cr2NiO4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Cr', 'Ni', 'O']",226.681,4.944787952201782,0.0,spinel,5.967,(110)/2,4.219306163340129,0.07841943406378632,(100),MgO
BaZrO3,true,3.0377,2.22,stable,148.8673335545741,0.24430523124117665,5.0,"['Ba', 'Zr', 'O']",276.548,6.143794292287296,9.138679511364195,perovskite,4.212,(100),4.212,0.0948766603415666,(100),MgO
Cr2FeO4,true,0.0,2.271,metastable,0.0,0.0,7.0,"['Cr', 'Fe', 'O']",223.833,5.039692474469243,0.0,spinel,5.969,(110)/2,4.220720376902503,0.11196339901572154,(100),MgO
Fe2CoO4,true,1.5511,2.338,metastable,0.0,0.0,7.0,"['Fe', 'Co', 'O']",234.619,5.172426779272635,0.0,spinel,8.446,(100)/2,4.223,0.1660341555977152,(100),MgO
ZrPbO3,true,2.2792000000000003,0.0,metastable,0.0,0.0,5.0,"['Zr', 'Pb', 'O']",346.421,7.715050540923727,0.0,perovskite,4.209,(100),4.209,0.16603415559773627,(100),MgO
Mg(FeO2)2,true,0.0,0.0,metastable,0.0,0.0,7.0,"['O', 'Fe', 'Mg']",199.991,4.420157590310147,0.0,spinel,5.949,(110)/2,4.206578241278772,0.2234762505035255,(100),MgO
N2O,true,3.3297,0.0,metastable,0.0,0.0,3.0,"['N', 'O']",44.013,1.3902421527598678,0.0,fluorite,5.947,(110)/2,4.205164027716399,0.2570202154554396,(100),MgO
MnCr2O4,true,2.2026,0.0,stable,0.0,0.0,7.0,"['Mn', 'Cr', 'O']",222.92600000000002,4.9004860965885175,0.0,spinel,8.455,(100)/2,4.2275,0.2727703984819697,(100),MgO
SrZrO3,true,3.3637000000000006,2.157,metastable,0.0,0.0,5.0,"['Sr', 'Zr', 'O']",226.841,5.090274630005099,0.0,perovskite,8.397,(100)/2,4.1985,0.4150853889943091,(100),MgO
Ca3PbO,true,0.0,0.0,stable,0.0,0.0,5.0,"['Ca', 'Pb', 'O']",343.433,5.0114095664170915,0.0,perovskite,4.846,(111)/2,4.19675910673939,0.456377923638764,(100),MgO
Fe2NiO4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Fe', 'Ni', 'O']",234.379,5.105879374243736,0.0,spinel,8.48,(100)/2,4.24,0.5692599620493364,(100),MgO
Mg2VO4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Mg', 'V', 'O']",163.548,3.604350588449166,0.0,spinel,5.928,(110)/2,4.191728998873854,0.575687882498719,(100),MgO
Fe2GeO4,true,1.4076999999999997,2.168,stable,0.0,0.0,7.0,"['Fe', 'Ge', 'O']",248.326,5.601316735348606,0.0,spinel,8.382,(100)/2,4.191,0.5929791271347333,(100),MgO
Al(FeO2)2,true,0.0,0.0,metastable,0.0,0.0,7.0,"['O', 'Fe', 'Al']",202.668,4.585170938852514,0.0,spinel,8.374,(100)/2,4.187,0.6878557874762787,(100),MgO
MgTi2O4,true,0.0,0.0,metastable,161.57732332904004,0.34634825622023924,7.0,"['Mg', 'Ti', 'O']",184.035,3.9903886891526517,16.413906524752722,spinel,8.493,(100)/2,4.2465,0.7234345351043636,(100),MgO
Co(RhO2)2,true,0.0,3.122,stable,0.0,0.0,7.0,"['Rh', 'O', 'Co']",328.741,7.1021239049087175,0.0,spinel,8.504,(100)/2,4.252,0.8538899430739939,(100),MgO
MgCr2O4,true,2.5264000000000006,2.106,stable,0.0,0.0,7.0,"['Mg', 'Cr', 'O']",192.293,4.371846305109737,0.0,spinel,8.36,(100)/2,4.18,0.8538899430740151,(100),MgO
Ca3SnO,true,0.0,0.0,stable,0.0,0.0,5.0,"['Ca', 'Sn', 'O']",254.943,3.765300110312062,0.0,perovskite,4.826,(111)/2,4.1794385986637,0.8672059140488624,(100),MgO
AlV2O4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Al', 'V', 'O']",192.862,4.491798528939052,0.0,spinel,5.906,(110)/2,4.17617264968775,0.9446714969698802,(100),MgO
Mn2NiO4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Mn', 'Ni', 'O']",232.56500000000003,5.003011647141353,0.0,spinel,8.516,(100)/2,4.258,0.9962049335863332,(100),MgO
Cr2CoO4,true,2.6060000000000003,0.0,stable,0.0,0.0,7.0,"['Cr', 'Co', 'O']",226.92100000000002,5.183634917332189,0.0,spinel,8.347,(100)/2,4.1735,1.0080645161290422,(100),MgO
Mn2CuO4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Mn', 'Cu', 'O']",237.418,5.10312110400582,0.0,spinel,8.518,(100)/2,4.259,1.0199240986717302,(100),MgO
ZnCr2O4,true,0.0,2.237,stable,0.0,0.0,7.0,"['Zn', 'Cr', 'O']",233.37800000000001,5.33695726922689,0.0,spinel,8.344,(100)/2,4.172,1.0436432637571271,(100),MgO
Zn(GaO2)2,true,2.3104999999999998,2.054,stable,168.53079326838315,0.3004620824739795,7.0,"['O', 'Ga', 'Zn']",268.832,6.151538832288072,14.031352580647226,spinel,8.342,(100)/2,4.171,1.067362428842503,(100),MgO
Fe2SiO4,true,2.7099,0.0,metastable,181.129203472695,0.3240778691879941,7.0,"['Fe', 'Si', 'O']",203.77200000000002,4.676801521982056,14.25142860989228,spinel,8.334,(100)/2,4.167,1.1622390891840697,(100),MgO
Zn(RhO2)2,true,0.9323999999999999,3.01,stable,173.961478928745,0.3488110077866864,7.0,"['Rh', 'O', 'Zn']",335.198,7.1719159711749425,15.188116336593144,spinel,8.531,(100)/2,4.2655,1.1740986717267576,(100),MgO
CaZrO3,true,3.2122,0.0,metastable,0.0,0.0,5.0,"['Ca', 'Zr', 'O']",179.29900000000004,4.135496361472064,0.0,perovskite,4.16,(100),4.16,1.3282732447817847,(100),MgO
HfPbO3,true,2.4148999999999994,0.0,metastable,167.4399731680959,0.27677405848367415,5.0,"['Hf', 'Pb', 'O']",433.687,10.036049633632498,9.407415840713726,perovskite,4.155,(100),4.155,1.4468690702087272,(100),MgO
Mg(RhO2)2,true,1.1521,0.0,metastable,0.0,0.0,7.0,"['Rh', 'O', 'Mg']",294.113,6.23839282066766,0.0,spinel,8.556,(100)/2,4.278,1.470588235294103,(100),MgO
Cr2CuO4,true,0.0,0.0,stable,0.0,0.0,7.0,"['Cr', 'Cu', 'O']",231.53400000000002,5.379143682746767,0.0,spinel,8.3,(100)/2,4.15,1.5654648956356696,(100),MgO
V2ZnO4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['V', 'Zn', 'O']",231.27,4.884105583373857,0.0,spinel,8.568,(100)/2,4.284,1.6129032258064426,(100),MgO
MgV2O4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Mg', 'V', 'O']",190.185,4.006090331712921,0.0,spinel,8.576,(100)/2,4.288,1.7077798861480091,(100),MgO
BaSnO3,true,0.37239999999999984,2.338,stable,133.95954237520777,0.2262107735408474,5.0,"['Ba', 'Sn', 'O']",304.034,7.097114448493584,10.083765683502808,perovskite,4.143,(100),4.143,1.7314990512334059,(100),MgO
SrHfO3,true,3.7226,0.0,metastable,163.23738362131766,0.24494953218661486,5.0,"['Sr', 'Hf', 'O']",314.107,7.34425703345636,8.78931784249842,perovskite,4.141,(100),4.141,1.7789373814041787,(100),MgO
V2FeO4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['V', 'Fe', 'O']",221.725,4.580956136955703,0.0,spinel,6.077,(110)/2,4.297087909270649,1.9233375064195712,(100),MgO
BaNbO3,true,0.0,0.0,stable,167.45715176643,0.27301791065258435,5.0,"['Ba', 'Nb', 'O']",278.23,6.541520966089961,9.437799681952512,perovskite,4.134,(100),4.134,1.9449715370018938,(100),MgO
Mg2GeO4,true,3.0734000000000004,0.0,metastable,0.0,0.0,7.0,"['Mg', 'Ge', 'O']",185.246,4.382740779102948,0.0,spinel,8.25,(100)/2,4.125,2.1584440227704027,(100),MgO
Mn(RhO2)2,true,0.9305000000000003,0.0,metastable,0.0,0.0,7.0,"['Rh', 'O', 'Mn']",324.746,6.74114306428113,0.0,spinel,8.618,(100)/2,4.309,2.2058823529411757,(100),MgO
Cu(RhO2)2,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Rh', 'O', 'Cu']",333.354,6.9041213455486785,0.0,spinel,8.624,(100)/2,4.312,2.2770398481973455,(100),MgO
Cr2CdO4,true,1.8717000000000001,2.277,stable,0.0,0.0,7.0,"['Cr', 'Cd', 'O']",280.399,5.790301382345762,0.0,spinel,8.633,(100)/2,4.3165,2.383776091081579,(100),MgO
SrSnO3,true,0.9698000000000002,0.0,metastable,0.0,0.0,5.0,"['Sr', 'Sn', 'O']",254.327,6.061480890045354,0.0,perovskite,4.115,(100),4.115,2.395635673624288,(100),MgO
Ni2GeO4,true,2.1356,2.1,stable,0.0,0.0,7.0,"['Ni', 'Ge', 'O']",254.02200000000002,6.073625217696281,0.0,spinel,8.221,(100)/2,4.1105,2.5023719165085425,(100),MgO
Co2SiO4,true,0.7812999999999999,0.0,metastable,0.0,0.0,7.0,"['Co', 'Si', 'O']",209.948,5.038448836382073,0.0,spinel,8.211,(100)/2,4.1055,2.620967741935485,(100),MgO
Ti2MnO4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Ti', 'Mn', 'O']",214.668,4.396980769311792,0.0,spinel,8.656,(100)/2,4.328,2.6565464895635693,(100),MgO
Mn(FeO2)2,true,0.9977000000000005,0.0,stable,157.9828746466025,0.33407749069171394,7.0,"['O', 'Fe', 'Mn']",230.62400000000002,5.494898879602974,17.604358992741183,spinel,5.801,(110)/2,4.101926437663162,2.7057296569458695,(100),MgO
TiCdO3,true,0.0,0.0,metastable,0.0,0.0,5.0,"['Ti', 'Cd', 'O']",208.27499999999998,5.035445983533509,0.0,perovskite,4.095,(100),4.095,2.8700189753320786,(100),MgO
Fe(NiO2)2,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Ni', 'O', 'Fe']",237.227,5.73573982321581,0.0,spinel,8.19,(100)/2,4.095,2.8700189753320786,(100),MgO
MnAl2O4,true,2.6578,1.865,stable,180.21967796142005,0.3106325686314991,7.0,"['Mn', 'Al', 'O']",172.898,4.186127644323647,14.39168779056904,spinel,8.187,(100)/2,4.0935,2.9055977229601635,(100),MgO
Al2NiO4,true,3.12,0.0,metastable,136.12849956477442,0.31694535934622325,7.0,"['Al', 'Ni', 'O']",176.653,4.2988742747289805,19.589908635135547,spinel,5.787,(110)/2,4.092026942726551,2.940537411609332,(100),MgO
Pr3InO,true,0.0,0.0,stable,0.0,0.0,5.0,"['Pr', 'In', 'O']",553.5409999999999,7.292578792563416,0.0,perovskite,5.014,(111)/2,4.342251374575175,2.9945771958058636,(100),MgO
Zn2PdO4,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Zn', 'Pd', 'O']",301.19599999999997,6.096810445379641,0.0,spinel,8.691,(100)/2,4.3455,3.0716318785578784,(100),MgO
Ca3GeO,true,0.0,0.0,stable,0.0,0.0,5.0,"['Ca', 'Ge', 'O']",208.87300000000002,3.309284015030698,0.0,perovskite,4.715,(111)/2,4.083309778843628,3.1473012608247752,(100),MgO
CaSnO3,true,0.0,0.0,metastable,0.0,0.0,5.0,"['Ca', 'Sn', 'O']",206.78500000000003,4.1717948788434365,0.0,perovskite,4.35,(100),4.35,3.1783681214421122,(100),MgO
MnV2O4,true,0.0,2.252,metastable,0.0,0.0,7.0,"['Mn', 'V', 'O']",220.818,4.452182790882661,0.0,spinel,8.702,(100)/2,4.351,3.2020872865275094,(100),MgO
SrMoO3,true,0.0,0.0,metastable,0.0,0.0,5.0,"['Sr', 'Mo', 'O']",231.55700000000002,5.659054699524615,0.0,perovskite,4.081,(100),4.081,3.2020872865275094,(100),MgO
Yb3PbO,true,0.0,0.0,stable,0.0,0.0,5.0,"['Yb', 'Pb', 'O']",742.319,11.79758318620723,0.0,perovskite,4.71,(111)/2,4.078979651824706,3.2500082584272896,(100),MgO
BaIrO3,true,0.0,0.0,metastable,0.0,0.0,5.0,"['Ba', 'Ir', 'O']",377.541,9.249072757378565,0.0,perovskite,4.077,(100),4.077,3.2969639468690755,(100),MgO
Mg2SiO4,true,4.7454,0.0,metastable,0.0,0.0,7.0,"['Mg', 'Si', 'O']",140.692,3.4482506933238994,0.0,spinel,8.153,(100)/2,4.0765,3.308823529411763,(100),MgO
TaSnO3,true,0.0,0.0,metastable,0.0,0.0,5.0,"['Ta', 'Sn', 'O']",347.65500000000003,8.546452732962305,0.0,perovskite,4.073,(100),4.073,3.3918406072106206,(100),MgO
SrNbO3,true,0.0,0.0,metastable,173.14219969671336,0.2985435637385295,5.0,"['Sr', 'Nb', 'O']",228.52300000000002,5.629866643903787,10.432844946317815,perovskite,4.07,(100),4.07,3.4629981024667913,(100),MgO
BaPbO3,true,0.0,0.0,metastable,0.0,0.0,5.0,"['Ba', 'Pb', 'O']",392.524,7.852241508861981,0.0,perovskite,4.362,(100),4.362,3.4629981024667913,(100),MgO
Yb3SnO,true,0.0,0.0,stable,0.0,0.0,5.0,"['Yb', 'Sn', 'O']",653.8290000000001,10.495650302902092,0.0,perovskite,4.694,(111)/2,4.065123245364155,3.5786706507553507,(100),MgO
Cd(FeO2)2,true,1.8272,0.0,stable,0.0,0.0,7.0,"['O', 'Fe', 'Cd']",288.097,5.740751105296045,0.0,spinel,8.736,(100)/2,4.368,3.6053130929791304,(100),MgO
Al2FeO4,true,0.0,0.0,stable,184.080885453734,0.3816893327680197,7.0,"['Al', 'Fe', 'O']",173.805,4.301896777867103,18.97104214066439,spinel,8.127,(100)/2,4.0635,3.617172675521818,(100),MgO
EuNbO3,true,0.0,0.0,metastable,0.0,0.0,5.0,"['Eu', 'Nb', 'O']",292.867,7.24970348697676,0.0,perovskite,4.063,(100),4.063,3.6290322580645267,(100),MgO
Eu3InO,true,0.0,0.0,stable,0.0,0.0,5.0,"['Eu', 'In', 'O']",586.7090000000001,7.552961565604926,0.0,perovskite,5.053,(111)/2,4.376026365322768,3.7956917771054983,(100),MgO
PrO2,true,0.0,0.0,metastable,0.0,0.0,3.0,"['Pr', 'O']",172.90599999999998,6.120398502877863,0.0,fluorite,5.725,(110)/2,4.048186322292985,3.980400325118966,(100),MgO
BaMoO3,true,0.0,0.0,stable,0.0,0.0,5.0,"['Ba', 'Mo', 'O']",281.264,7.039066312677537,0.0,perovskite,4.048,(100),4.048,3.9848197343453546,(100),MgO
MgAl2O4,true,5.1095,1.755,stable,180.37559125839107,0.27436279929441343,7.0,"['Mg', 'Al', 'O']",142.26500000000001,3.582135921104363,13.195893415300569,spinel,8.08,(100)/2,4.04,4.174573055028467,(100),MgO
Al2CoO4,true,3.0024000000000006,1.903,metastable,0.0,0.0,7.0,"['Al', 'Co', 'O']",176.893,4.4540196022213605,0.0,spinel,8.08,(100)/2,4.04,4.174573055028467,(100),MgO
Al2ZnO4,true,3.8459999999999996,1.857,stable,0.0,0.0,7.0,"['Al', 'Zn', 'O']",183.35,4.6258886627455835,0.0,spinel,8.075,(100)/2,4.0375,4.233870967741948,(100),MgO
Al2CuO4,true,0.0,0.0,metastable,185.44562842165755,0.3891753666790607,7.0,"['Al', 'Cu', 'O']",181.506,4.601210136571381,19.914722652507763,spinel,8.062,(100)/2,4.031,4.388045540796975,(100),MgO
Cd(RhO2)2,true,0.8366999999999996,3.122,stable,0.0,0.0,7.0,"['Rh', 'O', 'Cd']",382.219,7.419559621718397,0.0,spinel,8.812,(100)/2,4.406,4.5066413662238975,(100),MgO
Al2O,true,0.0,0.0,metastable,59.31448414122721,1.3864255163052894,3.0,"['Al', 'O']",69.963,2.520648916971109,-25.117091200825516,fluorite,5.691,(110)/2,4.024144691732642,4.550647729301654,(100),MgO
NbAgO3,true,1.3336000000000001,0.0,metastable,190.27186469032543,0.31692377387026516,5.0,"['Nb', 'Ag', 'O']",248.77100000000002,6.339902420894476,10.483203830158121,perovskite,4.024,(100),4.024,4.554079696394691,(100),MgO
CeGaO3,true,0.0,0.0,metastable,0.0,0.0,5.0,"['Ce', 'Ga', 'O']",257.836,4.9802944778903475,0.0,perovskite,4.413,(100),4.413,4.672675521821633,(100),MgO
Si(NiO2)2,true,3.576999999999999,0.0,metastable,198.54655479525292,0.28290368345666933,7.0,"['Ni', 'O', 'Si']",209.46800000000002,5.3781270243416115,12.580099116915724,spinel,8.028,(100)/2,4.014,4.791271347248576,(100),MgO
BaTiO3,true,1.6662999999999997,0.0,metastable,163.21127950924483,0.231580760465411,5.0,"['Ba', 'Ti', 'O']",233.19099999999997,6.015663613577288,9.30001206754057,perovskite,4.008,(100),4.008,4.933586337760915,(100),MgO
SbPbO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Sb', 'Pb', 'O']",376.957,8.349657760296937,0.0,perovskite,4.217,(100),4.217,0.02371916508537585,(100),MgO
SrInO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Sr', 'In', 'O']",250.435,5.555595225065164,0.0,perovskite,4.214,(100),4.214,0.047438330170772765,(100),MgO
EuSbO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Eu', 'Sb', 'O']",321.721,7.115493196307717,0.0,perovskite,4.219,(100),4.219,0.07115749525616968,(100),MgO
LaSnO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['La', 'Sn', 'O']",305.613,6.784308009954025,0.0,perovskite,4.213,(100),4.213,0.07115749525616968,(100),MgO
ZrTlO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Zr', 'Tl', 'O']",343.60400000000004,7.632104481985796,0.0,perovskite,4.213,(100),4.213,0.07115749525616968,(100),MgO
Ga2CuO4,false,0.0,0.0,metastable,0.0,0.0,7.0,"['Ga', 'Cu', 'O']",266.988,5.931922354717267,0.0,spinel,8.425,(100)/2,4.2125,0.0830170777988576,(100),MgO
BaScO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ba', 'Sc', 'O']",230.28000000000003,5.089365179865764,0.0,perovskite,4.22,(100),4.22,0.09487666034154553,(100),MgO
YbEuO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Yb', 'Eu', 'O']",373.00100000000003,8.29168815831867,0.0,perovskite,4.212,(100),4.212,0.0948766603415666,(100),MgO
BaAuO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ba', 'Au', 'O']",382.291,8.49724724234547,0.0,perovskite,4.212,(100),4.212,0.0948766603415666,(100),MgO
SrSbO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Sr', 'Sb', 'O']",257.377,5.733048487761328,0.0,perovskite,4.209,(100),4.209,0.16603415559773627,(100),MgO
Ga2NiO4,false,0.0,0.0,metastable,0.0,0.0,7.0,"['Ga', 'Ni', 'O']",262.135,5.852397344577308,0.0,spinel,8.411,(100)/2,4.2055,0.24905123339659385,(100),MgO
Mg2CoO4,false,0.7200000000000002,0.0,metastable,0.0,0.0,7.0,"['Mg', 'Co', 'O']",171.53900000000002,3.8322621909122683,0.0,spinel,8.409,(100)/2,4.2045,0.2727703984819697,(100),MgO
Fe2CuO4,false,0.0,0.0,metastable,159.1300225748797,0.3649609932265571,7.0,"['Fe', 'Cu', 'O']",239.232,5.407237882132467,18.70005667234081,spinel,5.943,(110)/2,4.202335600591652,0.32410814535931015,(100),MgO
AlCr2O4,false,0.0,0.0,metastable,0.0,0.0,7.0,"['Al', 'Cr', 'O']",194.97,4.368638012627416,0.0,spinel,8.401,(100)/2,4.2005,0.3676470588235363,(100),MgO
Mg(CuO2)2,false,0.0,0.0,metastable,0.0,0.0,7.0,"['O', 'Mg', 'Cu']",215.393,4.827739108836828,0.0,spinel,8.4,(100)/2,4.2,0.3795066413662242,(100),MgO
EuZrO3,false,0.3877000000000006,0.0,metastable,0.0,0.0,5.0,"['Eu', 'Zr', 'O']",291.185,6.538823412138973,0.0,perovskite,4.197,(100),4.197,0.4506641366223939,(100),MgO
Zn(CuO2)2,false,0.0,0.0,metastable,0.0,0.0,7.0,"['O', 'Cu', 'Zn']",256.478,5.7688237012183645,0.0,spinel,8.39,(100)/2,4.195,0.4981024667931666,(100),MgO
LaZrO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['La', 'Zr', 'O']",278.127,6.261569380374259,0.0,perovskite,4.194,(100),4.194,0.5218216318785636,(100),MgO
Al2CdO4,false,2.676,1.934,metastable,0.0,0.0,7.0,"['Al', 'Cd', 'O']",230.371,5.023274422650056,0.0,spinel,8.477,(100)/2,4.2385,0.5336812144212515,(100),MgO
Ca(CoO2)2,false,2.2920000000000003,0.0,metastable,0.0,0.0,7.0,"['O', 'Ca', 'Co']",221.94,4.837680261781055,0.0,spinel,8.478,(100)/2,4.239,0.5455407969639394,(100),MgO
GdErO3,false,0.36570000000000036,0.0,metastable,0.0,0.0,5.0,"['Gd', 'Er', 'O']",372.50600000000003,8.10838010579864,0.0,perovskite,4.241,(100),4.241,0.5929791271347122,(100),MgO
EuInO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Eu', 'In', 'O']",314.779,7.0992596428165955,0.0,perovskite,4.191,(100),4.191,0.5929791271347333,(100),MgO
YbTmO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Yb', 'Tm', 'O']",389.971,8.485646600281889,0.0,perovskite,4.242,(100),4.242,0.6166982922201091,(100),MgO
VO2,false,0.0,0.0,metastable,0.0,0.0,3.0,"['V', 'O']",82.94,3.745174533850451,0.0,fluorite,5.92,(110)/2,4.186072144624362,0.7098637423064179,(100),MgO
HoErO3,false,1.4474,0.0,metastable,0.0,0.0,5.0,"['Ho', 'Er', 'O']",380.186,8.244907443646573,0.0,perovskite,4.246,(100),4.246,0.7115749525616757,(100),MgO
HoSbO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ho', 'Sb', 'O']",334.687,7.258709678135883,0.0,perovskite,4.246,(100),4.246,0.7115749525616757,(100),MgO
DySbO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Dy', 'Sb', 'O']",332.257,7.197205784014324,0.0,perovskite,4.248,(100),4.248,0.7590132827324484,(100),MgO
Ti2AlO4,false,0.0,0.0,metastable,207.9375180283982,0.34214526099095666,7.0,"['Ti', 'Al', 'O']",186.712,4.2369638857807725,13.134330117328675,spinel,8.365,(100)/2,4.1825,0.7945920303605333,(100),MgO
